CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Data_Usage_GB,Payment_Method,Customer_Service_Calls,Churn
4135,18,Female,40,One year,68.8,57,Bank transfer (automatic),4,0
4136,,Male,40,Two year,52.66,107,Bank transfer (automatic),1,0
4137,45,Male,42,Two year,67.01,125,Credit card (automatic),0,0
4138,61,Female,53,Month-to-month,65.59,45,Credit card (automatic),1,0
4139,18,Female,35,Two year,48.46,78,Bank transfer (automatic),2,0
4140,54,Female,14,Two year,62.09,106,Credit card (automatic),0,1
4141,41,Male,49,Month-to-month,45.31,112,Bank transfer (automatic),0,0
4142,39,Female,38,One year,26.28,95,Bank transfer (automatic),2,0
4143,21,Female,49,Month-to-month,70.14,74,Bank transfer (automatic),,0
4144,19,Male,3,Month-to-month,130,69,Electronic check,0,0
4145,28,Female,1,Two year,93.81,73,Credit card (automatic),3,1
4146,41,Female,70,One year,41.7,94,Credit card (automatic),3,0
4147,43,Male,30,Month-to-month,81.83,75,Bank transfer (automatic),0,0
4148,28,Male,23,Month-to-month,94.57,135,Credit card (automatic),0,1
4149,38,Male,51,One year,80.8,57,Electronic check,0,0
4150,38,Male,22,Month-to-month,91.16,,Electronic check,4,1
4151,75,Male,67,One year,82.99,105,Credit card (automatic),1,0
4152,30,Male,37,Two year,52.56,99,Electronic check,1,0
4153,18,Male,1,Month-to-month,102.04,81,,1,1
4154,35,Male,20,Month-to-month,35.13,97,Bank transfer (automatic),2,1
4155,33,Male,51,One year,98.15,63,Credit card (automatic),3,1
4156,46,Male,55,Two year,60.9,69,Bank transfer (automatic),0,0
4157,48,Male,33,Two year,44.82,,Electronic check,1,0
4158,25,Male,43,Month-to-month,65.9,77,Credit card (automatic),,1
4159,42,Male,54,One year,45.61,110,Electronic check,0,0
4160,61,Male,68,Month-to-month,79.33,100,Bank transfer (automatic),0,0
4161,58,Male,35,Two year,74.89,70,Electronic check,0,0
4162,63,Female,43,Two year,65.02,87,Bank transfer (automatic),0,0
4163,34,Male,72,One year,,0,Credit card (automatic),2,1
4164,74,Male,35,,61.51,100,Electronic check,3,0
4165,42,Male,35,Month-to-month,74.05,0,Electronic check,0,0
4166,64,Male,16,Two year,72.25,85,Bank transfer (automatic),1,0
4167,41,Male,24,Month-to-month,101.18,142,Bank transfer (automatic),2,1
4168,42,Female,8,One year,84.81,75,Bank transfer (automatic),0,0
4169,39,Male,53,Two year,73.12,91,Bank transfer (automatic),0,0
4170,37,Female,16,Month-to-month,68.94,88,Bank transfer (automatic),5,0
4171,50,Male,44,Month-to-month,103.87,92,,0,0
4172,57,Female,37,Month-to-month,38.82,39,Bank transfer (automatic),1,0
4173,20,Male,40,Month-to-month,380.5170236,0,Electronic check,2,1
4174,41,Female,36,One year,34.4,65,Electronic check,0,0
4175,50,Female,55,Two year,60.22,90,Bank transfer (automatic),0,0
4176,41,Female,54,Month-to-month,82.97,93,Bank transfer (automatic),0,0
4177,,Female,18,Month-to-month,56.84,126,Electronic check,3,0
4178,53,Male,60,One year,51.41,110,Bank transfer (automatic),1,0
4179,59,Female,63,One year,20,72,Bank transfer (automatic),17,0
4180,56,Female,64,Two year,50.92,55,Bank transfer (automatic),3,0
4181,36,Male,35,Month-to-month,20,72,Bank transfer (automatic),3,0
4182,31,Male,19,Two year,86.62,14,Credit card (automatic),4,1
4183,36,Male,13,Month-to-month,73.21,104,Electronic check,0,0
4184,43,Male,31,One year,41.34,11,Credit card (automatic),2,0
4185,47,Female,45,Two year,105.31,,Electronic check,1,0
4186,75,Male,54,One year,20,105,Bank transfer (automatic),0,0
4187,18,Female,42,One year,25.76,57,Bank transfer (automatic),0,0
4188,57,Male,27,Two year,60.82,44,Bank transfer (automatic),1,0
4189,30,Female,20,Two year,80.09,,,0,0
4190,46,Male,30,Month-to-month,109.76,103,Bank transfer (automatic),0,0
4191,75,Female,24,Month-to-month,77.98,,Credit card (automatic),0,0
4192,71,Female,59,Month-to-month,75.68,160,Bank transfer (automatic),2,1
4193,,Male,1,Month-to-month,,98,Electronic check,0,0
4194,18,Female,8,Two year,63.77,79,Bank transfer (automatic),1,0
4195,48,Female,29,Two year,99.88,107,Bank transfer (automatic),3,0
4196,35,Female,48,Month-to-month,61.9,53,Credit card (automatic),0,0
4197,18,Female,22,Month-to-month,99.23,13,Electronic check,2,1
4198,18,Female,,Two year,130,,Credit card (automatic),0,1
4199,43,Female,72,Month-to-month,77.39,98,Credit card (automatic),1,0
4200,75,Male,38,Two year,61.44,49,Electronic check,0,0
4201,56,Male,42,Month-to-month,78.06,52,Bank transfer (automatic),2,0
4202,46,Female,17,Month-to-month,43,96,Bank transfer (automatic),3,1
4203,33,Female,16,Month-to-month,74.93,103,Electronic check,1,0
4204,41,Non-binary,34,Two year,20,53,Electronic check,2,0
4205,18,Male,55,Month-to-month,78.72,65,Electronic check,0,1
4206,49,Male,25,One year,40.73,111,Electronic check,17,0
4207,18,Female,1,Month-to-month,71.72,10,Bank transfer (automatic),3,0
4208,61,Male,38,Two year,68.59,65,Bank transfer (automatic),3,0
4209,31,Female,29,Two year,71.31,18,Credit card (automatic),3,0
4210,56,Female,11,Month-to-month,81.45,83,Bank transfer (automatic),3,0
4211,26,Male,14,Two year,83.87,58,Electronic check,1,0
4212,53,Male,33,Month-to-month,85.85,83,Electronic check,1,0
4213,28,Female,22,Month-to-month,83.76,41,Bank transfer (automatic),5,0
4214,50,Non-binary,30,Month-to-month,58.69,,Electronic check,4,0
4215,70,Male,50,One year,44.51,55,Electronic check,0,0
4216,59,Female,32,One year,,108,Electronic check,2,0
4217,49,Male,29,Two year,81.17,23,Electronic check,,1
4218,46,Male,51,Month-to-month,103,80,Electronic check,0,0
4219,30,Male,24,Two year,69.58,30,Credit card (automatic),,0
4220,21,Female,20,Month-to-month,50.48,71,Bank transfer (automatic),3,0
4221,50,Male,42,Month-to-month,31.66,50,Electronic check,3,0
4222,23,Female,,Two year,23.36,111,Bank transfer (automatic),,0
4223,,Female,58,,61.86,43,Electronic check,0,0
4224,18,Female,10,,96.53,41,Credit card (automatic),1,0
4225,48,Male,45,Two year,70.52,39,Electronic check,3,0
4226,42,Non-binary,63,Two year,107.01,118,Electronic check,0,0
4227,42,Female,22,One year,78.5,98,Bank transfer (automatic),0,0
4228,43,Male,27,Month-to-month,104.61,167,Electronic check,3,0
4229,54,Non-binary,33,Two year,80.11,97,Bank transfer (automatic),0,0
4230,18,Female,29,Month-to-month,114.31,68,Bank transfer (automatic),1,0
4231,63,Male,54,One year,56.16,337.38585227713077,Bank transfer (automatic),0,0
4232,29,Male,33,Month-to-month,90.5,68,Bank transfer (automatic),2,1
4233,65,Non-binary,32,Two year,68.73,140,Bank transfer (automatic),0,1
4234,18,Female,31,Month-to-month,79.56,84,Credit card (automatic),4,0
4235,22,Female,41,Month-to-month,49.73,43,Bank transfer (automatic),2,0
4236,68,Female,40,Two year,62.74,79,Bank transfer (automatic),0,0
4237,41,Female,28,Two year,30.92,35,Credit card (automatic),4,0
4238,72,Female,37,One year,55.55,95,Credit card (automatic),0,0
4239,33,Male,52,Two year,68.14,81,Credit card (automatic),0,0
4240,18,Male,2,Month-to-month,64.71,2,,5,1
4241,29,Male,26,Two year,67.86,128,Electronic check,2,0
4242,30,Female,26,Two year,46.8,75,Credit card (automatic),3,0
4243,75,Male,,Month-to-month,85.68,93,Bank transfer (automatic),0,0
4244,31,Female,39,Month-to-month,75.08,92,Credit card (automatic),2,0
4245,23,Female,43,Two year,66.43,72,Electronic check,,0
4246,34,Male,12,Two year,63.93,87,Electronic check,1,1
4247,,Male,32,One year,37.48,146,Electronic check,0,0
4248,59,Female,48,Month-to-month,52.53,87,Credit card (automatic),0,0
4249,55,Male,54,Two year,96.71,75,Bank transfer (automatic),3,0
4250,75,Female,62,One year,76.22,,Electronic check,2,1
4251,75,Female,47,Two year,46.34,103,Credit card (automatic),3,0
4252,,Male,42,Month-to-month,65.97,93,Electronic check,4,0
4253,18,Female,7,One year,76.74,17,Electronic check,5,1
4254,40,Male,1,Two year,67.01,110,Electronic check,0,0
4255,61,Female,61,Two year,63.59,95,Bank transfer (automatic),0,0
4256,54,Female,13,Month-to-month,101.6,81,Bank transfer (automatic),1,0
4257,66,Male,34,,41.94,77,Electronic check,0,0
4258,45,Male,28,Two year,101.71,33,Credit card (automatic),0,0
4259,18,Male,15,Two year,70.38,79,Bank transfer (automatic),4,1
4260,71,Female,23,Two year,60.15,,Bank transfer (automatic),0,0
4261,48,Male,40,Two year,69.25,81,Credit card (automatic),3,0
4262,,Female,46,One year,78.06,116,Bank transfer (automatic),0,0
4263,50,Female,53,Two year,31.11,70,Electronic check,1,1
4264,72,Male,51,Month-to-month,44.28,53,Electronic check,3,0
4265,47,Male,36,Two year,57.34,44,Credit card (automatic),3,0
4266,26,Male,15,Month-to-month,46.21,284.42938745877376,Credit card (automatic),0,0
4267,25,Female,33,Two year,42.05,54,Credit card (automatic),1,1
4268,48,Female,51,Two year,,18,Credit card (automatic),1,1
4269,39,Male,54,,62.42,87,Electronic check,0,0
4270,82,Male,1,Two year,45.6,71,Electronic check,,0
4271,53,Male,,Month-to-month,106,40,Credit card (automatic),1,0
4272,24,Male,16,Two year,,73,Electronic check,17,1
4273,59,Male,25,One year,59.78,66,Credit card (automatic),1,1
4274,32,Male,15,Two year,84.47,32,Electronic check,0,1
4275,42,Male,52,Month-to-month,102.7,,Credit card (automatic),4,0
4276,32,Male,17,Two year,105.45,109,Electronic check,0,0
4277,26,Female,33,Two year,84.56,-50,Electronic check,3,0
4278,46,Non-binary,16,Two year,115.06,79,Credit card (automatic),0,1
4279,71,Male,29,Two year,115.35,111,Bank transfer (automatic),1,0
4280,71,Female,33,Two year,40.27,53,Electronic check,0,0
4281,18,Female,8,Month-to-month,90.55,59,Electronic check,,0
4282,49,Female,19,Two year,51.44,103,Electronic check,0,0
4283,31,Male,59,One year,52.57,123,Credit card (automatic),0,0
4284,55,Female,36,One year,61.69,89,Bank transfer (automatic),1,0
4285,47,Male,47,Two year,79.91,127,Electronic check,2,0
4286,48,Female,41,Two year,81.38,102,Bank transfer (automatic),,0
4287,18,Female,40,Two year,84.9,46,Electronic check,2,0
4288,48,Female,72,Two year,83.27,101,Bank transfer (automatic),2,0
4289,,Male,47,Month-to-month,78.35,81,Electronic check,0,1
4290,73,Female,56,Month-to-month,21.46,,Bank transfer (automatic),0,0
4291,51,Female,48,One year,66.79,0,Bank transfer (automatic),0,0
4292,25,Female,42,Two year,70.3,26,Bank transfer (automatic),1,0
4293,61,Male,17,Two year,59.69,79,Credit card (automatic),4,0
4294,41,Male,25,Month-to-month,45.22,81,Bank transfer (automatic),0,0
4295,36,Female,30,Month-to-month,62.22,57,Electronic check,0,0
4296,33,Male,24,Month-to-month,68.93,65,Electronic check,0,0
4297,52,Female,68,,95.23,80,Bank transfer (automatic),0,1
4298,24,Male,13,,96.69,84,Electronic check,2,1
4299,36,Male,8,Month-to-month,95.97,35,Electronic check,1,1
4300,33,Female,10,Month-to-month,88.89,63,Bank transfer (automatic),0,1
4301,34,Male,28,Month-to-month,92.09,46,Electronic check,0,0
4302,38,Male,,Two year,77.73,10,Electronic check,0,1
4303,87,Female,72,Two year,58.15,88,Bank transfer (automatic),3,0
4304,18,Male,1,Two year,61.41,114,Electronic check,2,0
4305,40,Female,50,Two year,72.09,48,Credit card (automatic),0,0
4306,44,Male,13,Month-to-month,75.25,79,Electronic check,15,0
4307,24,Male,52,Two year,64.37,65,,0,0
4308,32,Female,35,Two year,57.64,137,Credit card (automatic),1,0
4309,49,Non-binary,30,,80.37,120,Electronic check,1,1
4310,44,Female,43,One year,68.54,82,Credit card (automatic),1,1
4311,18,Female,21,Month-to-month,73.02,102,Bank transfer (automatic),0,0
4312,56,Male,33,Month-to-month,45.65,70,Credit card (automatic),0,0
4313,48,Female,54,Two year,66.39,105,Credit card (automatic),0,0
4314,28,Female,25,One year,80.46,201.40542989742315,,5,0
4315,71,Female,42,One year,81.09,101,Electronic check,0,0
4316,18,Female,40,Month-to-month,75.29,33,Bank transfer (automatic),3,0
4317,60,Male,16,Month-to-month,73.06,101,Electronic check,1,0
4318,49,Male,34,,80.05,112,Credit card (automatic),3,0
4319,36,Female,61,Two year,67.55,129,Bank transfer (automatic),3,0
4320,38,Male,1,Two year,108.87,60,Credit card (automatic),0,1
4321,54,Male,37,Two year,108.26,110,Credit card (automatic),1,0
4322,63,Male,47,One year,96.06,112,Electronic check,0,1
4323,18,Female,2,Two year,115.45,39,Bank transfer (automatic),1,0
4324,29,Male,49,Two year,73.29,93,Electronic check,1,0
4325,62,Male,44,Two year,74.57,92,Bank transfer (automatic),0,0
4326,24,Non-binary,35,Two year,71.77,53,,1,0
4327,57,Female,43,Month-to-month,61.56,59,Bank transfer (automatic),0,0
4328,60,Female,41,Two year,74.96,108,Bank transfer (automatic),0,0
4329,46,Female,44,Month-to-month,51.25,28,Bank transfer (automatic),0,0
4330,58,Female,37,Month-to-month,91.75,28,Credit card (automatic),,0
4331,22,Female,17,Month-to-month,43.18,99,Bank transfer (automatic),1,0
4332,32,Female,17,Two year,20,87,Bank transfer (automatic),2,0
4333,49,Female,,Two year,80.97,77,Credit card (automatic),1,0
4334,52,Female,54,Month-to-month,64.77,109,Bank transfer (automatic),1,0
4335,33,Female,15,One year,70.49,30,Electronic check,0,0
4336,30,Male,28,Two year,32.78,32,Bank transfer (automatic),3,0
4337,,Male,59,Month-to-month,88.18,43,Mailed check,0,0
4338,19,Non-binary,12,Month-to-month,49.69,75,Electronic check,2,0
4339,18,Male,23,Month-to-month,107.14,38,Credit card (automatic),0,1
4340,59,Male,41,One year,34.37,120,Electronic check,4,0
4341,43,Female,21,Two year,70.75,36,Electronic check,0,0
4342,68,Male,53,Two year,,92,Credit card (automatic),0,0
4343,54,Female,47,Month-to-month,,66,Bank transfer (automatic),0,0
4344,49,Female,28,One year,58.9,51,Electronic check,,0
4345,,Male,44,Two year,95.52,119,Electronic check,,0
4346,37,Male,45,Two year,67.42,126,Bank transfer (automatic),0,1
4347,21,Female,26,,65.3,58,Credit card (automatic),0,1
4348,21,Female,25,Month-to-month,49.62,30,Electronic check,0,0
4349,54,Male,43,Two year,,33,Electronic check,0,0
4350,33,Male,36,One year,90.26,62,,0,0
4351,60,Female,56,Month-to-month,44.56,69,Electronic check,0,1
4352,,Female,7,Month-to-month,51.67,33,Bank transfer (automatic),1,1
4353,18,Female,40,Two year,100.21,10,Bank transfer (automatic),,1
4354,51,Female,26,Month-to-month,83.19,76,Bank transfer (automatic),3,0
4355,31,Male,23,Month-to-month,,76,Electronic check,0,0
4356,46,Male,22,One year,58.47,101,Bank transfer (automatic),0,0
4357,18,Male,24,Two year,56.27,68,Credit card (automatic),0,0
4358,69,Non-binary,1,Two year,71.06,49,,1,0
4359,41,Male,57,Two year,65.56,116,Credit card (automatic),0,0
4360,26,Female,56,Month-to-month,39.46,92,Bank transfer (automatic),0,0
4361,38,Male,37,Month-to-month,91.19,43,Electronic check,2,1
4362,35,Male,15,Two year,74.25,81,Electronic check,1,1
4363,44,Male,50,Month-to-month,50.02,73,Bank transfer (automatic),0,1
4364,51,Female,37,Month-to-month,79.13,0,Bank transfer (automatic),1,1
4365,29,Female,56,Two year,236.81564792062107,146,Electronic check,0,0
4366,55,Male,67,Month-to-month,100.11,76,Bank transfer (automatic),,0
4367,50,Male,29,Month-to-month,87.77,79,Credit card (automatic),1,0
4368,39,Male,25,Two year,76.75,,Credit card (automatic),3,0
4369,37,Non-binary,,Two year,67.91,89,Bank transfer (automatic),2,0
4370,18,Female,72,Month-to-month,106.44,26,Electronic check,3,0
4371,26,Male,44,One year,112.72,65,Electronic check,2,0
4372,19,Male,35,Two year,97.58,54,Credit card (automatic),0,0
4373,74,Non-binary,20,Month-to-month,99.63,127,Electronic check,0,0
4374,51,Male,60,One year,42.55,110,Credit card (automatic),0,0
4375,57,Male,10,Month-to-month,113.98,114,Bank transfer (automatic),2,1
4376,18,Male,,Two year,111.34,49,Bank transfer (automatic),1,0
4377,69,Male,16,Month-to-month,20.68,76,,2,0
4378,55,Male,42,One year,46.75,68,Credit card (automatic),2,0
4379,75,Male,30,Two year,68.69,82,Electronic check,,0
4380,49,Female,45,One year,,26,Credit card (automatic),1,0
4381,40,Female,60,Month-to-month,110.06,75,Credit card (automatic),0,0
4382,,Female,24,One year,,91,,2,0
4383,45,Female,28,One year,58.68,104,Electronic check,0,0
4384,63,Male,23,Month-to-month,64.71,91,Bank transfer (automatic),2,0
4385,18,Female,8,Month-to-month,99.81,76,Bank transfer (automatic),0,0
4386,27,Female,26,Two year,55.96,86,Electronic check,,0
4387,23,Female,14,,66.05,37,Electronic check,0,0
4388,56,Male,42,Month-to-month,91.61,91,Credit card (automatic),0,0
4389,58,Female,62,Two year,86.59,125,Mailed check,2,0
4390,35,Male,,Two year,65.02,66,Credit card (automatic),0,0
4391,48,Female,27,Month-to-month,58.52,100,Credit card (automatic),0,0
4392,48,Male,22,Month-to-month,77.25,47,Electronic check,1,1
4393,51,Female,42,Two year,43.01,120,Credit card (automatic),1,0
4394,66,Female,44,Two year,41.11,57,Bank transfer (automatic),0,0
4395,41,Female,19,Two year,59.95,72,Electronic check,1,1
4396,22,Female,43,Month-to-month,57.62,96,Credit card (automatic),3,0
4397,38,Female,25,Month-to-month,95.73,98,Credit card (automatic),4,0
4398,,Female,51,Month-to-month,46.85,57,Credit card (automatic),0,0
4399,56,Male,66,One year,38.01,80,Electronic check,0,0
4400,42,Female,36,One year,66.32,39,Bank transfer (automatic),0,0
4401,34,Non-binary,47,Two year,120.46,104,Credit card (automatic),0,0
4402,18,Female,17,Month-to-month,98.16,,Credit card (automatic),3,1
4403,62,Male,57,Month-to-month,53.89,57,Credit card (automatic),2,0
4404,28,Female,61,Two year,92.16,100,Bank transfer (automatic),0,0
4405,,Female,45,Two year,48.53,85,Bank transfer (automatic),3,0
4406,47,Non-binary,52,Month-to-month,92.34,61,Electronic check,1,0
4407,49,Female,44,Month-to-month,44.74,20,Credit card (automatic),0,1
4408,40,Male,32,One year,102.47,98,Credit card (automatic),5,0
4409,68,Male,,Two year,45.55,131,Credit card (automatic),0,0
4410,18,Female,24,Two year,79.15,73,Electronic check,2,1
4411,,Female,21,One year,52.95,,Electronic check,2,0
4412,32,Female,9,Month-to-month,73.05,83,Bank transfer (automatic),,0
4413,26,Male,1,Two year,,36,Credit card (automatic),1,1
4414,35,Female,,One year,31.53,104,Credit card (automatic),2,0
4415,47,Female,49,Two year,80.24,93,Bank transfer (automatic),0,0
4416,42,Male,32,Month-to-month,39.68,122,Bank transfer (automatic),4,1
4417,18,Female,1,,78.11,79,Credit card (automatic),2,1
4418,31,Female,25,Month-to-month,30.85,107,Electronic check,0,0
4419,28,Male,33,Two year,127.58,6,Electronic check,5,0
4420,48,Male,20,Month-to-month,52.81,128,Bank transfer (automatic),0,1
4421,21,Female,7,Month-to-month,43.15,64,Credit card (automatic),5,1
4422,67,Male,40,Two year,56.49,43,Bank transfer (automatic),3,0
4423,27,Female,,One year,139.96803203826283,142,Credit card (automatic),0,0
4424,24,Female,27,One year,364.8659909646347,62,Bank transfer (automatic),3,0
4425,62,Female,36,Two year,27.37,54,Credit card (automatic),0,0
4426,61,Male,53,Two year,39.23,81,Bank transfer (automatic),3,0
4427,36,Female,18,Two year,124.92,36,Bank transfer (automatic),1,1
4428,56,Male,45,One year,51.91,74,Bank transfer (automatic),3,0
4429,59,Female,27,Month-to-month,82.5,49,Electronic check,0,0
4430,32,Female,27,Month-to-month,111.9,40,Electronic check,2,1
4431,18,Male,20,Month-to-month,,45,Electronic check,5,1
4432,44,Female,45,One year,41.74,53,Bank transfer (automatic),0,0
4433,23,Female,34,Two year,91.66,53,,0,0
4434,47,Female,48,Two year,379.08123909239697,66,Credit card (automatic),1,1
4435,57,Male,71,Two year,115.12,108,Electronic check,2,1
4436,40,Male,27,Two year,92.7,80,Bank transfer (automatic),0,0
4437,53,Male,29,Two year,51.68,98,Credit card (automatic),1,0
4438,26,Female,48,Month-to-month,82.54,70,Electronic check,3,0
4439,75,Female,44,One year,66.34,104,Credit card (automatic),1,1
4440,24,Female,18,Month-to-month,78.63,78,Credit card (automatic),4,1
4441,42,Non-binary,64,Two year,76.79,63,Credit card (automatic),2,0
4442,62,Female,48,Month-to-month,76.53,96,Bank transfer (automatic),0,1
4443,40,Male,39,,68.6,66,Credit card (automatic),,0
4444,28,Male,33,Two year,72.11,11,Bank transfer (automatic),0,0
4445,34,Male,28,One year,89.29,25,Credit card (automatic),0,0
4446,29,Male,13,Month-to-month,38.12,47,Bank transfer (automatic),0,0
4447,30,Male,30,Month-to-month,97.84,50,Bank transfer (automatic),0,1
4448,47,Non-binary,58,One year,66.01,102,Credit card (automatic),,0
4449,42,Female,62,One year,61.97,283.6512313368431,Electronic check,1,0
4450,47,Female,32,Two year,66.8,62,,0,0
4451,35,Female,25,,73.5,26,Bank transfer (automatic),,0
4452,49,Male,42,Month-to-month,67.54,96,Bank transfer (automatic),0,0
4453,72,Male,41,Month-to-month,105.89,134,,2,0
4454,51,Male,38,Month-to-month,45.67,110,Electronic check,0,0
4455,46,Female,54,One year,53.79,107,Credit card (automatic),0,0
4456,36,Female,27,One year,63.93,90,Credit card (automatic),2,0
4457,23,Female,21,Two year,101.05,72,Credit card (automatic),0,1
4458,30,Male,14,Month-to-month,81.03,81,Electronic check,4,0
4459,51,Female,38,,70.8,92,Bank transfer (automatic),15,0
4460,75,Non-binary,29,Two year,44.73,81,Bank transfer (automatic),2,1
4461,61,Female,58,Two year,59.28,,Bank transfer (automatic),0,1
4462,75,Female,33,Two year,87.1,101,,0,0
4463,66,Male,50,Month-to-month,73.95,98,Bank transfer (automatic),1,0
4464,67,Male,18,Two year,63.62,5,Electronic check,0,0
4465,25,Female,33,Month-to-month,72.34,116,Electronic check,0,0
4466,59,Female,62,,31.18,118,Bank transfer (automatic),0,0
4467,48,Female,50,Two year,93.92,145,Electronic check,3,1
4468,39,Female,59,Two year,47.97,88,Electronic check,0,0
4469,49,Male,49,Two year,48.35,138,Bank transfer (automatic),0,0
4470,38,Female,10,One year,55.06,105,Credit card (automatic),0,1
4471,51,Female,70,Month-to-month,69.7,99,Electronic check,0,0
4472,56,Female,72,Two year,76.73,96,Electronic check,1,0
4473,26,Female,5,Month-to-month,37.67,83,Credit card (automatic),1,0
4474,42,Male,64,Month-to-month,71.2,63,Credit card (automatic),0,0
4475,48,Female,41,Two year,63.84,,Credit card (automatic),0,0
4476,58,Male,16,Two year,27.76,80,Bank transfer (automatic),3,0
4477,30,Male,42,Month-to-month,,84,Bank transfer (automatic),0,1
4478,88,Male,35,Month-to-month,65.99,67,Bank transfer (automatic),1,0
4479,32,Male,58,One year,72.43,116,Bank transfer (automatic),0,0
4480,38,Female,5,Two year,124.87,23,Bank transfer (automatic),3,0
4481,42,Male,42,Month-to-month,94.66,136,Electronic check,1,1
4482,26,Female,38,Month-to-month,22.85,94,Electronic check,0,0
4483,75,Female,49,Month-to-month,52.19,161,Bank transfer (automatic),0,0
4484,40,Female,38,Month-to-month,170.06496657104964,85,,2,1
4485,35,Female,41,Month-to-month,94.32,71,Bank transfer (automatic),2,1
4486,,Female,47,One year,101.94,65,Electronic check,0,0
4487,,Male,22,Month-to-month,77.66,86,Electronic check,1,0
4488,49,Female,,Two year,77.65,77,Credit card (automatic),0,0
4489,51,Male,,Two year,60.28,96,Electronic check,0,1
4490,71,Female,45,One year,23.45,111,Bank transfer (automatic),0,0
4491,34,Male,5,Month-to-month,76.61,85,Credit card (automatic),0,1
4492,18,Male,25,Two year,95.89,49,Credit card (automatic),0,1
4493,56,Male,7,Two year,89.13,111,Electronic check,1,0
4494,60,Female,53,Month-to-month,84.25,95,Credit card (automatic),1,1
4495,61,Female,52,Two year,77.49,122,Bank transfer (automatic),0,0
4496,37,Female,23,Two year,62.27,55,Credit card (automatic),4,0
4497,57,Female,46,Two year,96.36,73,Credit card (automatic),0,0
4498,36,Female,22,Two year,37.48,25,Bank transfer (automatic),1,1
4499,45,Female,34,Two year,85.56,75,Bank transfer (automatic),,0
4500,26,Male,,Month-to-month,72.43,30,Bank transfer (automatic),4,1
4501,57,Male,23,Month-to-month,86.99,107,,-2,0
4502,40,Female,25,Two year,117.19,18,Electronic check,5,1
4503,26,Female,55,Month-to-month,73.92,,Electronic check,0,0
4504,55,Male,14,Two year,71.22,97,Bank transfer (automatic),0,1
4505,40,Male,55,Two year,,85,Bank transfer (automatic),5,0
4506,60,Female,61,Two year,41.12,157,Credit card (automatic),0,0
4507,62,Male,31,Two year,96.51,93,Bank transfer (automatic),0,0
4508,51,Female,47,Two year,66.45,100,Bank transfer (automatic),0,0
4509,56,Male,34,Two year,47.68,69,Electronic check,1,0
4510,41,Male,26,Two year,74.46,123,Electronic check,5,1
4511,45,Female,,Month-to-month,66.99,106,Electronic check,,0
4512,,Female,32,Two year,61.25,36,Credit card (automatic),5,0
4513,20,Female,43,One year,128.57,41,Bank transfer (automatic),,0
4514,,Male,28,Two year,,44,Electronic check,1,1
4515,18,Male,31,Month-to-month,70.11,81,Bank transfer (automatic),1,0
4516,39,Female,24,Month-to-month,90.95,64,Electronic check,3,0
4517,22,Male,29,One year,61.83,126,Bank transfer (automatic),0,1
4518,42,Female,54,Month-to-month,73.66,103,Credit card (automatic),0,0
4519,18,Male,7,Month-to-month,66.15,67,Credit card (automatic),2,0
4520,18,Non-binary,28,Two year,42.56,62,Bank transfer (automatic),0,0
4521,58,Male,65,Month-to-month,118.08,107,Electronic check,,0
4522,55,Female,29,Two year,82.2,111,,1,0
4523,65,Female,54,Two year,94.06,109,Credit card (automatic),0,0
4524,68,Male,46,Month-to-month,40.92,75,Bank transfer (automatic),1,0
4525,45,Female,47,Two year,67.27,71,Bank transfer (automatic),0,0
4526,36,Male,18,Month-to-month,51.32,64,Bank transfer (automatic),1,1
4527,55,Female,33,Month-to-month,78.22,91,Bank transfer (automatic),0,0
4528,38,Male,64,Month-to-month,93.85,65,,0,0
4529,,Female,9,Two year,87.68,73,Electronic check,0,0
4530,63,Male,9,Month-to-month,90.64,71,Bank transfer (automatic),2,0
4531,47,Female,40,One year,71.9,58,Credit card (automatic),0,0
4532,50,Male,39,Month-to-month,65.23,104,Credit card (automatic),0,0
4533,39,Female,53,Month-to-month,63.96,50,Bank transfer (automatic),4,0
4534,48,Female,32,One year,66.49,78,Bank transfer (automatic),0,0
4535,33,Male,1,Month-to-month,,91,Bank transfer (automatic),4,1
4536,18,Non-binary,39,Month-to-month,70.08,139,Credit card (automatic),0,0
4537,30,Female,61,One year,65.78,88,Credit card (automatic),3,1
4538,31,Male,21,Two year,130,84,Bank transfer (automatic),3,1
4539,58,Female,43,One year,59.81,90,Bank transfer (automatic),2,0
4540,18,Male,34,Month-to-month,,86,Electronic check,5,1
4541,69,Female,42,Two year,61.58,74,Electronic check,2,0
4542,39,Male,26,Two year,41.58,100,Electronic check,5,0
4543,32,Male,24,Month-to-month,96.98,54,Bank transfer (automatic),2,1
4544,22,Female,34,Two year,81.83,92,Electronic check,0,1
4545,60,Female,50,,72.55,81,Credit card (automatic),2,0
4546,59,Male,41,Month-to-month,87.61,85,Electronic check,0,0
4547,39,Female,18,Two year,,119,Electronic check,0,1
4548,31,Female,12,,83.46,,Electronic check,1,0
4549,19,Male,,Two year,70.29,79,Electronic check,0,0
4550,20,Male,52,Month-to-month,74.16,101,Electronic check,0,0
4551,44,Female,62,Month-to-month,66.58,100,Bank transfer (automatic),0,0
4552,40,Female,49,Two year,107.55,123,Credit card (automatic),0,0
4553,36,Female,4,Two year,85.8,54,Electronic check,2,1
4554,,Male,60,Two year,60.84,62,Bank transfer (automatic),,0
